ID,标题,视频号名称,视频号分类,公众号名称,视频链接,页面链接,文件大小,时长,阅读量,点赞量,评论量,收藏数,转发数,创建时间,IP所在地,下载时间,页面来源,搜索关键词
ID_14657486935065827572,#ootd,兜兜有旺仔z,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=rjD5jyTuFrIpZ2ibE8T7Ym3K77SEULgkiaIFJ3IB043W32LvichcULCltcxVoiboQUdvy3eicjwDooYMcyYJOT13QCKCuqv9XnzksWSTjqpricyJTdibBDLTVtqhg&hy=SZ&idx=1&m=&uzid=7a152&token=ic1n0xDG6aw947ia6DdQyVYSx7eqbbdnVe5JvsQ6n6VtI8vJfRicUIPQgFrW5Ef6HJz3qNkDagpFFxXoSwXrFzianox5NaqhRX4t7nzyqiccABJ5S0wh4s4nZBm9DFGKdAVe3iccxks7TdFibQibMR0SbqNu8T0ciagArQTvkFEWjkia7E2gaqOhNUuDB5Ehhm40obqDIN2aIicnEpFiavPibnpfucfD2VVcjmN85BRAYuCqr4ELhr2U&basedata=CAMSBnhXVDE1OCJmCgoKBnhXVDE1OBAACgoKBnhXVDE1NxAACgoKBnhXVDE1NhAACgoKBnhXVDExMxAACgoKBnhXVDExMhAACgoKBnhXVDEwMRAACgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=1fvbGVIgai48qQ3JdFxIuumrsR11Xm5nv2EUIuBKgLNe8HQOIb_qr73W2aoajN_K5QZDcuC4mnvOVM5zs398rg&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAAB9RDwb28T3%2FB9aDS80ahAAAADnaHZTnGbFfAj9RgZXfw6Vwzr6ilL1SRi4LZpcxvE6MbbXUrphKLXls3J9A9x1jO6yMTckWgL%2Bi6A%3D&svrnonce=1781804813,,0.64 MB,00:06,,1179,,3616,1358,2025-05-15 19:30:04,,2026-06-19 01:47:31,batch_profile,
ID_14664710288326596832,##ootd,兜兜有旺仔z,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3YiaX8QrZIfDflAg9bSgmma3fM2thWEbXYYSbvQGEYRVibjM5XHN8GRSuGRsVvibRTlsLSSkicU5pSzOicPwBib0nuI6uIjicwLIiaWxH&hy=SZ&idx=1&m=&uzid=7a152&token=2lt8WBSnjTlQYcabAeVKY4zWt4GgxAhUVIOYbdfLUek8j5fUZONWWctNdoAUeicoy2KVzBBLlTcy5av1T6KtiaslUJf8YgeIw0GLNj3OSKMWZicJqoib7MRzgOtzxwiaRX5ajqmdPGLB5Yjrd7xbsHr6rqd2errMDAEZMyqKmh7iaJtR2e8SGhfEhRiaMs0zvIXZyQ55zicAjN0v8lyx4xOEwMCmvlMseGiaQx5vmhP0Q2Pxd9KM&basedata=CAMSBnhXVDEyOCJaCgoKBnhXVDEyOBAACgoKBnhXVDEyNxAACgoKBnhXVDEyNhAACgoKBnhXVDExMxAACgoKBnhXVDExMhAACgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=uBjyH6DDfLCKq0Cd_E3ScF0sChz1fMftIq8Lp3Q1AHsbl-OXd2nfmiyFhHvv-q9MZdbKJ2nAzmw5_nNO0w9rmA&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAAAu0K3WDSJXx2gCDC80ahAAAADnaHZTnGbFfAj9RgZXfw6VLzelgEUYwxh4XxsmvnqL8nqVP9nAQzrdg8hTA%2FphLlhQgpJ1xgNkO40%3D&svrnonce=1781804812,,0.64 MB,00:06,,10102,,17502,10493,2025-05-25 18:41:34,,2026-06-19 01:47:31,batch_profile,
ID_14654544679415716081,#ootd,兜兜有旺仔z,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3YiaX8QrZIfDfiakheJw299byvtp0kjObouKGDic79DagIbWnaKwjJQGZeDXnWwXhKmjYWp23be7WcTbNzK2dOWYMmsrAuk90nFr&hy=SZ&idx=1&m=&uzid=7a152&token=2lt8WBSnjTlQYcabAeVKY4VbZYpRQtB1hicUnhkKJYNmWq2cLsrQ6OU1kLehD0W4JprviclQod9XIlKMR1urDqQl7dk61emEicQnWAYIQfXb9QgibCb1Nic53Z61oYsNDXvrq2VFlPUWD9ypndoiaicEQhDKbibNPuCZq76WQ7bRoU7Y5Twkial5OdISMCziczUqibk78VBF9JzXnhcUZ77nazyLialLo9iaQH7LWOlIBqrtQzibmmVGU&basedata=CAMSBnhXVDEyOCJaCgoKBnhXVDEyOBAACgoKBnhXVDEyNxAACgoKBnhXVDEyNhAACgoKBnhXVDExMxAACgoKBnhXVDExMhAACgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=W9JU99TSlzz3wjZ6H0tFJ0B8XM150hRmfa-OX9VtMxLZXV22OFjio-o-CR68QxBNv4AlwCOSFmKOd-X6tAZtAQ&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAAAIiBdgGD5qZ%2FWkDS80ahAAAADnaHZTnGbFfAj9RgZXfw6Vwzr6ilL1SR24GdNpx94hMbbXUrphKLXls%2B8rYqentj%2FBvfVXR3tSnmI%3D&svrnonce=1781804813,,0.64 MB,00:06,,1467,62,3150,929,2025-05-11 18:04:19,,2026-06-19 01:47:31,batch_profile,
ID_14652420123597674972,"#ootd 
#御姐",兜兜有旺仔z,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=6xykWLEnztJZaVAicXJdb8YWiaicOZMzXia1ibA7jEhqeSfr3bRibCXE6WQicLPeA3zqt5OzWXhw1m7yWFAIT4tjfP8cVy5T7DzSWicwWq96ibnboBc9naQDNoDeibSxKYheibuicHop&hy=HK2&idx=1&m=&token=2lt8WBSnjTlQYcabAeVKYxIjYHoiatfN4LNwjOiaMzQFW0qD6pkgYBWbL6HvBT8HGjvM4efrJInxqdJxbGUh9JKIOko4zKd3fo7VuP89L5qu5wQgmzK0OXzPzwcM48zN6oHL7LickotlyuPIWpGNUNLPkiaRudBCmbJaLYyV03NQzarDFyu9B1nLticJBNAaf9tbuxqyontZ9o4PLKSwBUgHvqeweNcckC4tDvWeb3YD92F4&basedata=CAMSBnhXVDEyOCJaCgoKBnhXVDEyOBAACgoKBnhXVDEyNxAACgoKBnhXVDEyNhAACgoKBnhXVDExMxAACgoKBnhXVDExMhAACgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=6tdWRilnWLPuJCvOAqNXVHdmPVV66LlBX7tglbVXz6h_ro2fL4fLO6eFcdxf-77IWN-QLv27F2s5e1YzKYB_RQ&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAAAqAo%2FsRmyrHA8vDS80ahAAAADnaHZTnGbFfAj9RgZXfw6Vwzr6ilL1STC6fagM3%2FElMbbXUrphKLXls8sF82VQwkF0cv3813M1ixs%3D&svrnonce=1781804813,,0.57 MB,00:06,,562,,2713,866,2025-05-08 19:43:13,,2026-06-19 01:47:31,batch_profile,
ID_14642972886472989157,#ootd,兜兜有旺仔z,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3YiaX8QrZIfDcWmJQicj3mtXdW9INO8jSQ222icqqbAnzZPbfXn7Z2o4oF1Rv1HA3YbsUgjZXYRcCchHLYX1X0I88LibpceMbyicuo&hy=SZ&idx=1&m=&uzid=7a1f2&token=ic1n0xDG6aw947ia6DdQyVYXDdP5yl4yPXuKvvqGzeTHuibErHZXmwYNfJ1pw2W8Ct3z8aqhWyCicrQ3aDCaRb7tKloChchNdSB3F1Xbxk6K3cyKmJibFelRDZWWAiaqZTJMsZ3vCTicBD89gmo2BQCqIx1HhzuwNZ19tSrc1NCJQQYAzS617v5pZe0icJAdqPVOo3sZib8wAFdgQAJnFqnsYPuJWus3hskdhrb6dwg164Um1qOY&basedata=CAMSBnhXVDE2MCJ-CgoKBnhXVDE2MBAACgoKBnhXVDExNBAACgoKBnhXVDE1ORAACgoKBnhXVDExMxAACgoKBnhXVDE1OBAACgoKBnhXVDE1NxAACgoKBnhXVDExMhAACgoKBnhXVDE1NhAACgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=RMlFzjgzIqvoG2S8R7QeBD76q2z5qbIVY4CgRHfm8liL6iC1RWSige0a2KE48UMZv92XM_slZYAeuF2whaH3DA&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAACk3uNjs9Pvyi72DS80ahAAAADnaHZTnGbFfAj9RgZXfw6Vwzr6ilL1SQm6KdEp2JUVMbbXUrphKLXlszgIlduighfEtI6ZVH27J%2Fs%3D&svrnonce=1781804813,,0.64 MB,00:06,,1727,,8711,1518,2025-04-25 18:53:14,,2026-06-19 01:47:31,batch_profile,
ID_14642222498687490509,#ootd,兜兜有旺仔z,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=rjD5jyTuFrIpZ2ibE8T7Ym3K77SEULgkiaLcPPgXD3icicQicYTGLGNxrH690QoQ0eianwNVHzheojX4cGXjia8VyojP08F2icONYcvU1Fc1gUSh0sbicfTLaQqJniaA&hy=SZ&idx=1&m=&uzid=7a1f2&token=2lt8WBSnjTlQYcabAeVKY26pXibcY66Nv1xW6nnSicN8PDhucOUib5RspRX15dzUlXjGEpqAUSichPCgjztcln69M37JjLkL6UtYUXoHjfgLGFISsZoHg7a582RVJuVT2WMO52rBA7Lk2Kic2IQGNia8D4BibA2ZkGbfbqOkC0103RxlrX3DaiaFPibNxuiaH1EpZBTVJqibWJSAaP2LO4x4vB3XKRodnu6oiaLMKmzNgpLK9kSxMPs&basedata=CAMSBnhXVDEyOCJaCgoKBnhXVDEyOBAACgoKBnhXVDEyNxAACgoKBnhXVDExMxAACgoKBnhXVDEyNhAACgoKBnhXVDExMhAACgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=tMDhdmFLQAWVwcC_wZLcHPyF3p1W8PhKEogqpdxSjrgFwp6g-REg8YQYE_hq2_HlSW-37xKOb8-b7w5RvIqA_A&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAADMhKknptOvTAQVDS80ahAAAADnaHZTnGbFfAj9RgZXfw6Vwzr6ilL1SSG6MboF6eAXMbbXUrphKLXlswx2ibAf3iuGfvZDdxgdvmE%3D&svrnonce=1781804813,,0.64 MB,00:06,,999,11,2979,1442,2025-04-24 18:02:21,,2026-06-19 01:47:31,batch_profile,
ID_14679972407461943544,##ootd,兜兜有旺仔z,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=rjD5jyTuFrIpZ2ibE8T7YmwgiahniaXswqzjFhnbVUB2VEcgKenZAHOoM6UU6XovGL7js6d67LoAwnpUxib5bGhia8xBpYTBdyIJEDKvJYxDjGH3M7pgRAaFsTw&hy=SH&idx=1&m=&uzid=7a22e&token=2lt8WBSnjTlQYcabAeVKY1qBNiccgQwacf8YhQOMMhS4xbvfFianYM62rHJ9IlKQnvQlY2NYPYWn5un5GeVoBPkVnOQEIDzIaYkicJURaYWWeIeiclkorLuprRNwz391JHDiahl0D8E7IxyiacZwn8kTc1A43zxweDFEQZianib7TP2aicfYcq8SnuelOxRLFaQgcnBQXib4ygFHeoJEyxJtn9CiaLusWzTgMLKLNgw3KfTm1YkVks&basedata=CAMSBnhXVDEyOCJaCgoKBnhXVDEyOBAACgoKBnhXVDEyNxAACgoKBnhXVDEyNhAACgoKBnhXVDExMxAACgoKBnhXVDExMhAACgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=Eve6BORLU-01OUjxva0fO1ZKjd4aEsd5a5SrT8ezkTbmuGo5OxkE77IrsRqP1Y6JGAySOoWIRROYuR5EpOW7wg&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAADqIEEndEDaBlNgDC80ahAAAADnaHZTnGbFfAj9RgZXfw6VLzelgEUYwwB4A2xXk3SW8nqVP9nAQzrdg10aiW%2FP%2B1s12ceOI8o%2FyTQ%3D&svrnonce=1781804812,,0.61 MB,00:08,,957,53,3308,1028,2025-06-15 20:04:41,,2026-06-19 01:47:31,batch_profile,
ID_14637903544510978513,#ootd,兜兜有旺仔z,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=rjD5jyTuFrIpZ2ibE8T7Ym3K77SEULgkiavrTVGFT125RH5zmVlHaUiag1YBrLtsWJCryD7gdhLbOC65iaZzA9bCFPf4nPGaVTiaEAKBTffu65UsUqYRc8Wsh7g&hy=SZ&idx=1&m=&uzid=7a1a2&token=2lt8WBSnjTlQYcabAeVKYibiaSCZ7J3wcmZk0JwpwN1NQialO9ImgIP02icW79pk7tx28Jribg0eTROXdnEqNic5IWRicD5zOoGLhsoYAWjXCSpYMOUVl7wpW8wAia0svtiaccQBJFW60ZpOWa9NtIBQbdibLlibrrEFYZOlSUhbHEa9ockSe8a6qQZEO7OibVvibylDctnOzEqy3nS72nrBjCL5aINeQPib8Jgic9NBiby9QVr09OGxeXs&basedata=CAMSBnhXVDE1OSJ-CgoKBnhXVDE1ORAACgoKBnhXVDEyOBAACgoKBnhXVDEyNxAACgoKBnhXVDExNBAACgoKBnhXVDEyNhAACgoKBnhXVDExMxAACgoKBnhXVDExMhAACgoKBnhXVDEwMhAACgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=pzMJiEuAmxf6jvVGvCnoKV4Gp2LHOm40aid-JNJjAeMVmFeC89go9dlL1ad8e47cq4Vw2et81qiUnmdtSVqY3w&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAACLJS0SsYBBQNuVDS80ahAAAADnaHZTnGbFfAj9RgZXfw6Vwzr6ilL1ST26OYYL55YcMbbXUrphKLXls6LtKL4Ozyo%2BhWheW211ekQ%3D&svrnonce=1781804813,,0.64 MB,00:05,,386,30,1527,317,2025-04-18 19:01:22,,2026-06-19 01:47:31,batch_profile,
ID_14636428896242375106,#ootd,兜兜有旺仔z,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3YiaX8QrZIfDeIPFU7mqibLezKdrwKRKqZhibNN8jdIgAjgf20OCAu2V9DFmaOj8mACfK7xeTlV8m5iaCgRJXHQCCYbppZ78lhk7s&hy=SZ&idx=1&m=&uzid=7a152&token=ic1n0xDG6aw947ia6DdQyVYZJmy24KXclxxf3UkqegueGXxm3LK2Hiabe5S4c05lne9rLmIibZ1rjacZrmskibd9VYuoAwia6nFrMuXuvmGMO02nE8MXYRicl9YuNqFUmHHkicnbwt0WOjicb3BrCiaBdVf4ShWBsknKMZhH8gY9lZGamWnG3xTIxqFwDBJibaeLq2Rhh3rdicykQvpEKSPzAn9WAh4AmYGgagAZKvibGquib8wgfZQyg&basedata=CAMSBnhXVDEyOCJaCgoKBnhXVDEyOBAACgoKBnhXVDEyNxAACgoKBnhXVDExMxAACgoKBnhXVDEyNhAACgoKBnhXVDExMhAACgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=5O5kJbX9rrDvhD3HHHx0BOv7vdnoCNfsFFw7Wod9F5WcIwAiju1nFQAbF183Lszlhrylpv7vZnNoizb1RS7IPg&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAABqAz%2B6OEJqLn6uDS80ahAAAADnaHZTnGbFfAj9RgZXfw6Vwzr6ilL1SS66GbgAwcUBMbbXUrphKLXlsywtqHthbYoSc3Ro3J2UBNU%3D&svrnonce=1781804813,,0.64 MB,00:06,,570,49,2625,516,2025-04-16 18:11:30,,2026-06-19 01:47:31,batch_profile,
ID_14656094642438019290,#白衬衫,兜兜有旺仔z,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=rjD5jyTuFrIpZ2ibE8T7Ym3K77SEULgkiaAMOwThujsPMVrxuy0d1OhC2kGXr06cbXo0XvXqbsEmficPNdtEicXyYTvEGDB1jYvl7BWOpL5TXU1MyA7dOV1R7g&hy=SZ&idx=1&m=&uzid=7a210&token=2lt8WBSnjTlQYcabAeVKY8duvra94m0J5JoN8aIlCicA6oIhiabRySickq8CnpleXlsUy3VrgnPFTypctibgicK5rtOQU8ouU83icibqCK0HdfC7Ku9Rlx4iboSiaVYIibKecoHO05ia6eevk2b5kyQLrIx6wKaXa4fyibvfpeARre5BOkAdibXPC39aUBsLRw1snS54xP8KX1hkdraJ2ibG3LGuq6P4pn8rUydaZwmZniaJl1secQrz78&basedata=CAMSBnhXVDE1OCJmCgoKBnhXVDE1OBAACgoKBnhXVDE1NxAACgoKBnhXVDE1NhAACgoKBnhXVDExMxAACgoKBnhXVDEwMRAACgoKBnhXVDExMhAACgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=GpN1jBkTVmiPm0reO07EEv_IhEjQ9dIyf6MSnxXY55UIFwYLINJUDW0xMINBA-Y59VFIhMIVwoDhPAEnTiZ4Uw&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAAC0uwF6gYlxDBLbDS80ahAAAADnaHZTnGbFfAj9RgZXfw6Vwzr6ilL1STa4KfZbnb08MbbXUrphKLXls5TS8Z08Tq5EUn50d%2BG7LBY%3D&svrnonce=1781804813,,0.36 MB,00:07,,602,41,2593,499,2025-05-13 21:23:49,,2026-06-19 01:47:32,batch_profile,
ID_14634269045497600227,#ootd,兜兜有旺仔z,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=rjD5jyTuFrIpZ2ibE8T7Ym3K77SEULgkiaU4VEvB8icZBicX9l2tV2lpiaeQ0zUTzbJV5W2FfFCK1FwFee8VX6SwibgLmmP2RwBDU3lmWax0n6UQibxDOuNRjMe7g&hy=SZ&idx=1&m=&uzid=7a1a2&token=ic1n0xDG6aw947ia6DdQyVYT78febAg9Q4jaRX03Hic93oJL9DZyyiaWMMVplo6w0mgHyP31TMjoLSxysXLnaic0YWUkmkyVEtmWxS6H1DrM2sn11UBNSgPcicdgdxqcllb5k8W3kKcNNxxS17R5evULu9omuBfwz2RcSO021icP2l7DpeWvmrpUuT56aic26IY459o3vEBJNicRwd2nico4FIODBpRbtTkFT2XDkaEU50jtwHNmA&basedata=CAMSBnhXVDEyOCJaCgoKBnhXVDEyOBAACgoKBnhXVDEyNxAACgoKBnhXVDEyNhAACgoKBnhXVDExMxAACgoKBnhXVDExMhAACgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=TwUYT0LURYS43zvJBKSZiQBV9zteCoxcyP5oyNT-zJSuCDWIuJWyJZ-fsFA8Bn2eCx5-mtc9Yfj2Fh8h2xxGew&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAAAsuimIe1nNo%2B4nDS80ahAAAADnaHZTnGbFfAj9RgZXfw6Vwzr6ilL1SQ%2B4Nb0f1dAFMbbXUrphKLXlszQUTyM8yVSheFM5MIqkkXs%3D&svrnonce=1781804813,,0.64 MB,00:07,,1245,72,6480,1558,2025-04-13 18:40:16,,2026-06-19 01:47:32,batch_profile,
ID_14640837781324765650,,兜兜有旺仔z,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=rjD5jyTuFrIpZ2ibE8T7Ym3K77SEULgkiaVHC6QAWAYkjE6D2n6q5zvmhkTVszb9n46IgEg8Qv5BpeeicsHKPQiayJ8wiaiacPPAUsBd162e4T80Jg1ZibW4d3sWg&hy=SZ&idx=1&m=&uzid=7a1a2&token=2lt8WBSnjTlQYcabAeVKY8RwCXwo4g35NRYfxHFJXz4kUvkxYjpj6PDHicOJd20HumTYBrsJ09cicmc2HCkaUWdjsfEI0JOQdF6uJIu2UXzniaEPEe2xJOkErnfBxwy8NBpGHXHqxeicexrU1oD48aUqhbayShTBPVPtNJNQvY9cwtCuxhF0ZHodMibuWlAwsibHOUGHv3oiaribxR06IJVV88hibk8xUOMP2K8KEBWx9Qv7DoNQ&basedata=CAMSBnhXVDEyOCJaCgoKBnhXVDEyOBAACgoKBnhXVDEyNxAACgoKBnhXVDEyNhAACgoKBnhXVDExMxAACgoKBnhXVDExMhAACgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=OTt2iQAw_zLuFBL7ak4pRXYFcmr9xZBwKIHSBPfhERcfHTNvcc7y1Tt9rjciPVoOQBKA1efvaQ7ml3VbMu1kPQ&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAAA%2FencL5JqLPaY3DS80ahAAAADnaHZTnGbFfAj9RgZXfw6Vwzr6ilL1ST66XZFPnKoZMbbXUrphKLXls%2FbzPetnZhmtH%2BqKXYi3nf4%3D&svrnonce=1781804813,,0.34 MB,00:07,,291,25,782,147,2025-04-22 20:11:10,,2026-06-19 01:47:32,batch_profile,
ID_14630024852132796641,#ootd,兜兜有旺仔z,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3YiaX8QrZIfDfmh1SRkkqsiab4Bc4t9Stt4kX68jRzVibtaIggic4D9gjsQldZPIpLJl5Vt1ibZRLahiavfTMfGjy3mSP5gjfK2QH0a&hy=SZ&idx=1&m=&uzid=7a1a2&token=2lt8WBSnjTlQYcabAeVKY2fwccGEFD6tbhiaIFp0rO7xI0eBTfYwPKSJLwPicVnt2boGETeXXn6HSCgzfbFvic2gSVW71BLP2HePvJ7ibWWxR7RlycMZZtnRa8urS2BdHvejNQzcMXU5haDkj8WqSUJzB3zcQ5R3fGHPLicqIEx1luy2Z4iaRKvFeMu5saQWz1m8vSGic72icA2l7G8PjCGZDKnibsTFdxJ8xYExaicbjgAaoCqKY&basedata=CAMSBnhXVDEyOCJmCgoKBnhXVDEyOBAACgoKBnhXVDEyNxAACgoKBnhXVDExMxAACgoKBnhXVDEyNhAACgoKBnhXVDExMhAACgoKBnhXVDEwMhAACgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=SRFAJOH0vU5rJ8T6irQyEwyWfGDIduiuuUkGA8O4fwcQM2m2aewbatO5wW7ROUdqMKhMWlPmtdyUtrVEG54sFw&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAAA5NX9ux0by3UE%2BDS80ahAAAADnaHZTnGbFfAj9RgZXfw6Vwzr6ilL1SQ24Pepk0pUKMbbXUrphKLXls05zEaHc%2BhLHq7eyHvNNQ8k%3D&svrnonce=1781804813,,0.64 MB,00:06,,13002,,40102,11624,2025-04-07 22:07:48,,2026-06-19 01:47:32,batch_profile,
ID_14628477315070302454,#ootd,兜兜有旺仔z,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=rjD5jyTuFrIpZ2ibE8T7Ym3K77SEULgkiaeAgOvicPuTF8hneiaeRMSfuj9Z9JOvrEBjWvJZyBOYJibibBej0ia5ghZmW1aFqSia7icIeUChLyIWqaKkYafSZhg8hYw&hy=SZ&idx=1&m=&uzid=7a1f2&token=2lt8WBSnjTlQYcabAeVKY1TZLVgDYjibPSAcXV06o7jwfQWsv1G7M7LHWmeask4pBgKuibYlKjyum6yY4M2v83zADOcn34azTuYbbOYjIV5PkOd4I7ILd7MuLeiaqSDh2SjTId3mHxWvic3l6OopLDuQuEwJbf6o0LNw55sB16keL6liaWGz3ic0J7c8X5chph2MH7lbLm4HteylBBrXb8RrLvmJzCpts8IX1pOHPNX4ASfYY&basedata=CAMSBnhXVDEyOCJaCgoKBnhXVDEyOBAACgoKBnhXVDEyNxAACgoKBnhXVDEyNhAACgoKBnhXVDExMxAACgoKBnhXVDExMhAACgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=bbAGhZLLJvHjHXEUm5zxVJ7Kk7Pfk9kuOyWdhFTicFr_W_ZZ3efBuU7oZUnD62aqbIqTpIwkSc2rjIrjLk4a2w&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAAArq5qMHWcgIE6WDS80ahAAAADnaHZTnGbFfAj9RgZXfw6Vwzr6ilL1SRq4MZNEw7UPMbbXUrphKLXls%2F%2Fpmk%2Fd%2FD1l8jJ70J6ZjUs%3D&svrnonce=1781804813,,0.64 MB,00:06,,544,43,2381,332,2025-04-05 18:53:07,,2026-06-19 01:47:32,batch_profile,
ID_14627783082639497449,"我是小舞 跳舞的舞 🩷
#cos
#小舞",兜兜有旺仔z,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3YiaX8QrZIfDdNsuSCjbrqBW2TibqzGvc4rfQEk96icia5FEVbTibiaHOFk7otU0wtB36N3iamGB6YXF5v0mxZGzicdKSbuQibUQB1rdUv&hy=SZ&idx=1&m=&uzid=7a152&token=ic1n0xDG6aw947ia6DdQyVYXnyhr8HKAgNhDX2Zw10UYTTmibjup45r3reevXWXztWEEsuA4ibq4w42iaHCAicf5xzx8qeSkDHI2TPk0u5C8tZ6EVkO6mbIX8roEYabCLhPWrPL0Zs4PTsOkWkia0xUtV3Oibm4B0omXN32Qlp1EuM3rVz6UD6yfG9sWBgutZibYdet5UBXpwo7hnelk3ajA34mF4414JbONMic3cmFoR8NzOE6TQ&basedata=CAMSBnhXVDEyOCJaCgoKBnhXVDEyOBAACgoKBnhXVDEyNxAACgoKBnhXVDEyNhAACgoKBnhXVDExMxAACgoKBnhXVDExMhAACgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=PW72xamZDsOsX-pefyojWVfQjxDMgzPEPDJuVfG5VSErVHp2lfJZbg_b2mYdFR4qU0XlqRfDGvYWgfLAoj6RWQ&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAADM%2B%2BwMgwfpXyPCDS80ahAAAADnaHZTnGbFfAj9RgZXfw6Vwzr6ilL1SQW4ef9u9pMOMbbXUrphKLXlszlBxQ02hDx%2Faf9upqJwphE%3D&svrnonce=1781804813,,0.78 MB,00:08,,265,32,1331,145,2025-04-04 19:53:48,,2026-06-19 01:47:33,batch_profile,
ID_14624142450962602205,#ootd,兜兜有旺仔z,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=rjD5jyTuFrIpZ2ibE8T7Ym3K77SEULgkiasNGAicH0wR5Egz24xm2cDoHOOFczyVPMcmHZ6Z6B7aaNjHRdPjXXEKA9KA11OlHXKwcBSLRPVJOPHFjpIWUVqUA&hy=SZ&idx=1&m=&uzid=7a210&token=2lt8WBSnjTlQYcabAeVKY0jggTehYOhCg6Ytn7e6LTKflkoiae7giaible9z2EAib6L2PC99GYdQ1cybfht8HwicKm8he3N3Z5YVB8PvuE9zAnsWtKN1OIUKGh4I4csySZdNrMLztJaice7pehZYxOS3gMT16pJticdh0REkAFID8lRv6fAibaIKibuv1iaYI3IToGbibCUhuR2lFBOtmXZ7UoB3F5EBcBA0GprXJyRCf9BfewOZ6I&basedata=CAMSBnhXVDEyOCJmCgoKBnhXVDEyOBAACgoKBnhXVDEyNxAACgoKBnhXVDExMxAACgoKBnhXVDEyNhAACgoKBnhXVDExMhAACgoKBnhXVDEwMhAACgoKBnhXVDExMRAACgcKA3hBMBAACgcKA3hBMhAA&sign=gImtDuo6Ym5sNNJx-sCpk4zmpKWHWfBvbqMo5v5m4oXRhO0WdPIpCqlpjBP53gVi5mQibp5Gp-FzciJDA3OrGg&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAABZ1Xar01N%2FCL29Dy80ahAAAADnaHZTnGbFfAj9RgZXfw6VvlRJRWOiZB8H2bO7NXVmgm7KkO6kW9vlXNe07TtGjE44bJn0XVZ3kgk%3D&svrnonce=1781804815,,0.64 MB,00:06,,989,28,2782,559,2025-03-30 19:20:31,,2026-06-19 01:47:33,batch_profile,
